gender,age,attendance,study_hours,sleep_hours,social_media_hours,physical_activity,mental_health,internet_quality,motivation_level,parental_education,family_income,part_time_job,previous_scores,exam_score
Female,20.0,95.0,20.0,6.0,2.5,4,5.0,Good,Medium,High School,Low,No,76.0,69.0
Male,20.0,74.0,20.0,8.0,2.5,0,5.0,Good,Medium,High School,Low,No,85.0,67.0
Female,20.0,72.0,25.0,7.0,2.5,3,5.0,Good,Medium,Postgraduate,Low,No,89.0,71.0
Male,20.0,69.0,7.0,8.0,2.5,2,5.0,Good,High,High School,Medium,No,54.0,87.0
Male,20.0,62.0,16.0,8.0,2.5,3,5.0,Good,Medium,High School,High,No,74.0,62.0
Female,20.0,62.0,21.0,7.0,2.5,1,5.0,Good,Medium,College,Low,No,58.0,64.0
Female,20.0,95.0,27.0,8.0,2.5,2,5.0,Good,High,High School,Medium,No,88.0,74.0
Male,20.0,87.0,17.0,9.0,2.5,2,5.0,Good,Medium,College,Low,No,83.0,69.0
Male,20.0,86.0,9.0,8.0,2.5,1,5.0,Good,Medium,High School,Low,No,86.0,65.0
Female,20.0,85.0,24.0,7.0,2.5,3,5.0,Good,Medium,College,Medium,No,54.0,66.0
Female,20.0,94.0,16.0,8.0,2.5,4,5.0,Good,Low,Postgraduate,Medium,No,76.0,70.0
Male,20.0,79.0,13.0,5.0,2.5,3,5.0,Good,Medium,High School,Medium,No,92.0,68.0
Female,20.0,95.0,16.0,10.0,2.5,2,5.0,Good,Medium,College,High,No,86.0,70.0
Male,20.0,74.0,19.0,8.0,2.5,3,5.0,Good,High,High School,Medium,No,93.0,68.0
Male,20.0,97.0,16.0,8.0,2.5,3,5.0,Good,Medium,High School,Low,No,60.0,69.0
Male,20.0,88.0,7.0,7.0,2.5,4,5.0,Good,Low,Postgraduate,Medium,No,64.0,66.0
Male,20.0,70.0,25.0,4.0,2.5,4,5.0,Good,Medium,College,Low,No,72.0,65.0
Male,20.0,83.0,28.0,7.0,2.5,3,5.0,Good,Medium,College,Medium,No,76.0,71.0
Male,20.0,81.0,24.0,7.0,2.5,3,5.0,Good,Medium,High School,Low,No,63.0,66.0
Male,20.0,66.0,13.0,6.0,2.5,4,5.0,Good,Low,High School,Low,No,69.0,61.0
Male,20.0,84.0,19.0,6.0,2.5,2,5.0,Good,Medium,Postgraduate,Medium,No,84.0,69.0
Male,20.0,73.0,20.0,6.0,2.5,3,5.0,Good,Low,College,Medium,No,82.0,65.0
Male,20.0,62.0,24.0,8.0,2.5,2,5.0,Good,Medium,College,Medium,No,56.0,63.0
Female,20.0,98.0,24.0,9.0,2.5,2,5.0,Good,High,Postgraduate,Low,No,99.0,73.0
Male,20.0,86.0,16.0,7.0,2.5,4,5.0,Good,Low,Postgraduate,Low,No,78.0,68.0
Female,20.0,95.0,20.0,6.0,2.5,4,5.0,Good,Medium,High School,High,No,74.0,70.0
Male,20.0,87.0,23.0,6.0,2.5,3,5.0,Good,Medium,College,Medium,No,98.0,72.0
Male,20.0,74.0,29.0,7.0,2.5,2,5.0,Good,Medium,High School,Medium,No,57.0,68.0
Male,20.0,81.0,24.0,7.0,2.5,3,5.0,Good,Medium,High School,High,No,77.0,68.0
Female,20.0,87.0,25.0,8.0,2.5,4,5.0,Good,Medium,High School,Low,No,90.0,71.0
Male,20.0,98.0,21.0,6.0,2.5,3,5.0,Good,Medium,High School,Medium,No,70.0,68.0
Male,20.0,70.0,28.0,8.0,2.5,3,5.0,Good,High,Postgraduate,Low,No,87.0,70.0
Female,20.0,95.0,22.0,8.0,2.5,4,5.0,Good,Medium,High School,Low,No,95.0,70.0
Female,20.0,97.0,15.0,6.0,2.5,3,5.0,Good,Low,High School,Medium,No,63.0,69.0
Female,20.0,87.0,28.0,4.0,2.5,4,5.0,Good,High,High School,Low,No,62.0,73.0
Male,20.0,97.0,24.0,6.0,2.5,4,5.0,Good,Low,College,Medium,No,68.0,72.0
Male,20.0,76.0,17.0,9.0,2.5,3,5.0,Good,Medium,Postgraduate,Medium,No,71.0,67.0
Female,20.0,98.0,17.0,4.0,2.5,3,5.0,Good,Medium,High School,Low,No,56.0,69.0
Male,20.0,88.0,22.0,9.0,2.5,3,5.0,Good,Medium,College,High,No,62.0,68.0
Female,20.0,62.0,23.0,4.0,2.5,3,5.0,Good,Medium,Postgraduate,Medium,No,94.0,64.0
Female,20.0,96.0,21.0,6.0,2.5,3,5.0,Good,Low,High School,Medium,No,78.0,71.0
Female,20.0,79.0,22.0,6.0,2.5,4,5.0,Good,Medium,High School,Medium,No,63.0,68.0
Male,20.0,78.0,30.0,10.0,2.5,2,5.0,Good,Medium,High School,Low,No,97.0,70.0
Male,20.0,83.0,26.0,7.0,2.5,3,5.0,Good,Medium,High School,Low,No,89.0,72.0
Female,20.0,66.0,21.0,7.0,2.5,1,5.0,Good,High,High School,Low,No,68.0,65.0
Male,20.0,79.0,26.0,6.0,2.5,3,5.0,Good,Medium,College,Low,No,88.0,70.0
Male,20.0,93.0,14.0,8.0,2.5,4,5.0,Good,Low,Postgraduate,Low,No,80.0,69.0
Male,20.0,61.0,22.0,6.0,2.5,2,5.0,Good,Low,Postgraduate,Medium,No,84.0,64.0
Male,20.0,71.0,31.0,7.0,2.5,1,5.0,Good,Medium,High School,Low,No,66.0,67.0
Male,20.0,60.0,19.0,6.0,2.5,2,5.0,Good,High,College,Low,No,60.0,65.0
Female,20.0,77.0,15.0,8.0,2.5,1,5.0,Good,Medium,High School,Medium,No,63.0,62.0
Male,20.0,89.0,16.0,8.0,2.5,2,5.0,Good,Medium,College,Low,No,54.0,68.0
Male,20.0,92.0,13.0,6.0,2.5,2,5.0,Good,High,College,Low,No,74.0,68.0
Male,20.0,98.0,15.0,6.0,2.5,3,5.0,Good,Low,High School,Medium,No,70.0,68.0
Male,20.0,84.0,18.0,6.0,2.5,3,5.0,Good,Medium,Postgraduate,High,No,50.0,68.0
Female,20.0,70.0,12.0,7.0,2.5,4,5.0,Good,Medium,High School,Low,No,93.0,62.0
Female,20.0,97.0,20.0,8.0,2.5,5,5.0,Good,Low,High School,Medium,No,84.0,72.0
Male,20.0,91.0,25.0,7.0,2.5,3,5.0,Good,Medium,College,Medium,No,72.0,69.0
Female,20.0,83.0,15.0,4.0,2.5,3,5.0,Good,Low,High School,Low,No,98.0,68.0
Male,20.0,88.0,29.0,8.0,2.5,3,5.0,Good,Medium,College,Low,No,97.0,71.0
Female,20.0,97.0,23.0,5.0,2.5,3,5.0,Good,Medium,High School,Medium,No,55.0,69.0
Male,20.0,88.0,26.0,6.0,2.5,2,5.0,Good,Medium,High School,High,No,81.0,71.0
Male,20.0,75.0,16.0,7.0,2.5,5,5.0,Good,Low,High School,Low,No,91.0,65.0
Male,20.0,89.0,25.0,7.0,2.5,4,5.0,Good,Medium,High School,Low,No,59.0,68.0
Female,20.0,62.0,13.0,8.0,2.5,4,5.0,Good,Low,High School,Low,No,56.0,60.0
Male,20.0,75.0,25.0,6.0,2.5,4,5.0,Good,Low,High School,High,No,63.0,68.0
Female,20.0,76.0,21.0,6.0,2.5,4,5.0,Good,Medium,High School,Medium,No,64.0,66.0
Male,20.0,67.0,23.0,7.0,2.5,3,5.0,Good,Low,High School,Low,No,98.0,66.0
Female,20.0,61.0,13.0,8.0,2.5,4,5.0,Good,Low,High School,Low,No,89.0,62.0
Male,20.0,65.0,15.0,8.0,2.5,3,5.0,Good,Medium,College,Low,No,53.0,61.0
Female,20.0,86.0,24.0,7.0,2.5,3,5.0,Good,Low,Postgraduate,Low,No,89.0,69.0
Male,20.0,92.0,14.0,9.0,2.5,2,5.0,Good,High,High School,High,No,58.0,69.0
Male,20.0,100.0,23.0,9.0,2.5,3,5.0,Good,Medium,Postgraduate,High,No,68.0,74.0
Female,20.0,74.0,12.0,8.0,2.5,4,5.0,Good,Low,High School,Low,No,66.0,62.0
Female,20.0,84.0,25.0,5.0,2.5,3,5.0,Good,Medium,College,Low,No,64.0,67.0
Female,20.0,97.0,13.0,8.0,2.5,2,5.0,Good,High,High School,Low,No,65.0,69.0
Male,20.0,67.0,23.0,7.0,2.5,4,5.0,Good,Medium,High School,Low,No,88.0,66.0
Male,20.0,89.0,24.0,6.0,2.5,3,5.0,Good,Medium,College,High,No,63.0,72.0
Male,20.0,90.0,16.0,6.0,2.5,3,5.0,Good,Medium,High School,High,No,90.0,69.0
Male,20.0,64.0,23.0,7.0,2.5,4,5.0,Good,Medium,High School,Medium,No,55.0,65.0
Male,20.0,94.0,22.0,6.0,2.5,2,5.0,Good,Low,Postgraduate,High,No,80.0,72.0
Male,20.0,93.0,17.0,7.0,2.5,4,5.0,Good,Low,High School,Medium,No,93.0,69.0
Female,20.0,61.0,14.0,7.0,2.5,2,5.0,Good,Medium,High School,Low,No,54.0,60.0
Female,20.0,64.0,8.0,7.0,2.5,1,5.0,Good,High,Postgraduate,High,No,82.0,61.0
Male,20.0,62.0,22.0,8.0,2.5,3,5.0,Good,Medium,High School,Medium,No,76.0,63.0
Male,20.0,73.0,11.0,7.0,2.5,5,5.0,Good,Medium,Postgraduate,Medium,No,67.0,63.0
Male,20.0,80.0,21.0,6.0,2.5,3,5.0,Good,High,Postgraduate,High,No,55.0,68.0
Female,20.0,81.0,18.0,4.0,2.5,4,5.0,Good,Low,College,Medium,No,84.0,68.0
Male,20.0,71.0,24.0,8.0,2.5,2,5.0,Good,Medium,High School,Low,No,65.0,65.0
Female,20.0,96.0,18.0,7.0,2.5,2,5.0,Good,Medium,High School,High,No,67.0,71.0
Male,20.0,75.0,18.0,7.0,2.5,3,5.0,Good,Low,High School,Low,No,86.0,64.0
Male,20.0,62.0,24.0,9.0,2.5,2,5.0,Good,Medium,Postgraduate,Medium,No,97.0,65.0
Female,20.0,72.0,22.0,5.0,2.5,4,5.0,Good,Low,College,Medium,No,67.0,67.0
Female,20.0,81.0,22.0,7.0,2.5,2,5.0,Good,Low,High School,Low,No,87.0,67.0
Male,20.0,76.0,23.0,6.0,2.5,3,5.0,Good,Medium,College,Low,No,98.0,67.0
Female,20.0,71.0,11.0,8.0,2.5,3,5.0,Good,Medium,College,Low,No,55.0,87.0
Female,20.0,65.0,25.0,4.0,2.5,1,5.0,Good,High,High School,High,No,76.0,67.0
Male,20.0,93.0,24.0,8.0,2.5,2,5.0,Good,High,High School,Medium,No,51.0,72.0
Female,20.0,100.0,14.0,8.0,2.5,3,5.0,Good,High,High School,Low,No,91.0,69.0
Female,20.0,73.0,19.0,6.0,2.5,3,5.0,Good,Low,College,High,No,64.0,65.0
Female,20.0,75.0,20.0,7.0,2.5,4,5.0,Good,Low,High School,Low,No,67.0,66.0
Male,20.0,85.0,19.0,6.0,2.5,3,5.0,Good,Low,Postgraduate,Medium,No,84.0,70.0
Male,20.0,89.0,22.0,8.0,2.5,3,5.0,Good,Medium,High School,Medium,No,89.0,71.0
Female,20.0,76.0,29.0,8.0,2.5,4,5.0,Good,Low,College,Low,No,70.0,67.0
Male,20.0,96.0,26.0,5.0,2.5,2,5.0,Good,Medium,High School,Medium,No,83.0,72.0
Male,20.0,82.0,12.0,5.0,2.5,1,5.0,Good,Medium,High School,Low,No,98.0,63.0
Female,20.0,78.0,24.0,9.0,2.5,4,5.0,Good,Low,High School,Low,No,94.0,67.0
Male,20.0,86.0,28.0,10.0,2.5,2,5.0,Good,Medium,High School,Low,No,85.0,72.0
Female,20.0,98.0,22.0,8.0,2.5,1,5.0,Good,Low,Postgraduate,High,No,97.0,72.0
Female,20.0,92.0,27.0,8.0,2.5,4,5.0,Good,Medium,College,Low,No,94.0,70.0
Female,20.0,62.0,32.0,7.0,2.5,2,5.0,Good,Low,High School,Low,No,86.0,67.0
Female,20.0,73.0,26.0,7.0,2.5,3,5.0,Good,High,High School,Medium,No,96.0,68.0
Male,20.0,79.0,21.0,8.0,2.5,3,5.0,Good,High,High School,Low,No,91.0,67.0
Male,20.0,73.0,26.0,7.0,2.5,5,5.0,Good,Low,College,Low,No,75.0,70.0
Female,20.0,88.0,21.0,9.0,2.5,2,5.0,Good,High,Postgraduate,Medium,No,75.0,67.0
Male,20.0,93.0,20.0,7.0,2.5,4,5.0,Good,Medium,College,High,No,50.0,71.0
Female,20.0,89.0,18.0,7.0,2.5,3,5.0,Good,Medium,Postgraduate,High,No,52.0,69.0
Female,20.0,100.0,29.0,7.0,2.5,5,5.0,Good,Medium,College,Low,No,87.0,74.0
Male,20.0,71.0,15.0,7.0,2.5,3,5.0,Good,Medium,High School,Medium,No,78.0,63.0
Female,20.0,95.0,29.0,9.0,2.5,2,5.0,Good,Medium,High School,Medium,No,88.0,72.0
Male,20.0,91.0,23.0,7.0,2.5,3,5.0,Good,Low,College,Low,No,97.0,71.0
Male,20.0,74.0,12.0,7.0,2.5,5,5.0,Good,Medium,High School,Low,No,73.0,64.0
Female,20.0,89.0,22.0,7.0,2.5,3,5.0,Good,Medium,High School,High,No,54.0,69.0
Female,20.0,64.0,7.0,6.0,2.5,3,5.0,Good,Medium,Postgraduate,Low,No,81.0,62.0
Male,20.0,92.0,24.0,5.0,2.5,4,5.0,Good,Medium,College,Medium,No,55.0,69.0
Male,20.0,81.0,25.0,9.0,2.5,3,5.0,Good,Low,High School,Low,No,81.0,68.0
Male,20.0,72.0,16.0,9.0,2.5,3,5.0,Good,High,High School,Low,No,76.0,67.0
Male,20.0,86.0,21.0,9.0,2.5,3,5.0,Good,High,Postgraduate,Medium,No,86.0,71.0
Male,20.0,86.0,32.0,5.0,2.5,4,5.0,Good,Low,High School,Medium,No,68.0,70.0
Male,20.0,68.0,17.0,9.0,2.5,3,5.0,Good,Medium,High School,Medium,No,57.0,63.0
Female,20.0,61.0,14.0,10.0,2.5,4,5.0,Good,Medium,College,High,No,62.0,60.0
Female,20.0,77.0,29.0,9.0,2.5,3,5.0,Good,Medium,College,Low,No,84.0,69.0
Male,20.0,83.0,32.0,9.0,2.5,3,5.0,Good,Medium,College,Low,No,74.0,71.0
Male,20.0,95.0,20.0,8.0,2.5,2,5.0,Good,Medium,High School,High,No,77.0,69.0
Female,20.0,97.0,26.0,6.0,2.5,1,5.0,Good,Medium,College,Medium,No,66.0,73.0
Female,20.0,81.0,28.0,8.0,2.5,3,5.0,Good,Medium,College,High,No,92.0,73.0
Female,20.0,90.0,16.0,5.0,2.5,3,5.0,Good,Medium,High School,Low,No,100.0,68.0
Male,20.0,78.0,17.0,6.0,2.5,4,5.0,Good,Medium,College,Low,No,66.0,67.0
Male,20.0,90.0,27.0,7.0,2.5,3,5.0,Good,High,College,Medium,No,86.0,74.0
Male,20.0,68.0,30.0,7.0,2.5,3,5.0,Good,Medium,College,Low,No,59.0,68.0
Female,20.0,75.0,23.0,8.0,2.5,2,5.0,Good,Low,College,Medium,No,87.0,69.0
Male,20.0,85.0,15.0,4.0,2.5,4,5.0,Good,Medium,College,Low,No,72.0,69.0
Female,20.0,61.0,32.0,7.0,2.5,4,5.0,Good,Medium,College,Low,No,80.0,68.0
Male,20.0,89.0,17.0,8.0,2.5,1,5.0,Good,Medium,High School,Low,No,62.0,66.0
Male,20.0,93.0,18.0,8.0,2.5,3,5.0,Good,Medium,Postgraduate,Low,No,93.0,69.0
Female,20.0,76.0,22.0,8.0,2.5,2,5.0,Good,Medium,College,Low,No,59.0,66.0
Male,20.0,78.0,29.0,7.0,2.5,4,5.0,Good,High,College,Low,No,96.0,72.0
Female,20.0,94.0,25.0,6.0,2.5,3,5.0,Good,Low,High School,Medium,No,53.0,69.0
Male,20.0,91.0,22.0,8.0,2.5,3,5.0,Good,Medium,High School,Low,No,64.0,68.0
Male,20.0,72.0,23.0,7.0,2.5,3,5.0,Good,Medium,High School,Low,No,78.0,66.0
Male,20.0,73.0,20.0,8.0,2.5,4,5.0,Good,High,High School,Low,No,93.0,65.0
Male,20.0,87.0,23.0,8.0,2.5,2,5.0,Good,High,Postgraduate,Low,No,79.0,71.0
Male,20.0,83.0,5.0,7.0,2.5,4,5.0,Good,Medium,High School,Low,No,61.0,61.0
Female,20.0,66.0,18.0,6.0,2.5,3,5.0,Good,Medium,College,Low,No,93.0,63.0
Female,20.0,72.0,21.0,9.0,2.5,3,5.0,Good,Low,High School,Medium,No,80.0,66.0
Male,20.0,96.0,13.0,8.0,2.5,2,5.0,Good,Medium,Postgraduate,High,No,62.0,69.0
Male,20.0,88.0,22.0,10.0,2.5,2,5.0,Good,Medium,High School,Medium,No,78.0,71.0
Female,20.0,99.0,19.0,8.0,2.5,4,5.0,Good,High,High School,High,No,84.0,73.0
Male,20.0,91.0,31.0,8.0,2.5,2,5.0,Good,Low,High School,Low,No,84.0,72.0
Male,20.0,98.0,29.0,5.0,2.5,4,5.0,Good,Low,High School,Medium,No,86.0,73.0
Male,20.0,69.0,17.0,7.0,2.5,2,5.0,Good,Medium,High School,Low,No,95.0,65.0
Female,20.0,91.0,19.0,7.0,2.5,3,5.0,Good,Medium,High School,High,No,91.0,71.0
Male,20.0,61.0,20.0,8.0,2.5,3,5.0,Good,Medium,High School,Low,No,80.0,65.0
Male,20.0,87.0,17.0,8.0,2.5,5,5.0,Good,Low,College,Medium,No,52.0,67.0
Male,20.0,79.0,21.0,8.0,2.5,2,5.0,Good,Medium,Postgraduate,Low,No,87.0,69.0
Male,20.0,74.0,15.0,10.0,2.5,3,5.0,Good,Low,College,Low,No,99.0,63.0
Male,20.0,94.0,13.0,6.0,2.5,2,5.0,Good,High,Postgraduate,Medium,No,65.0,68.0
Female,20.0,94.0,24.0,8.0,2.5,4,5.0,Good,High,High School,Low,No,80.0,70.0
Female,20.0,61.0,24.0,8.0,2.5,4,5.0,Good,Low,High School,Low,No,88.0,64.0
Male,20.0,84.0,15.0,10.0,2.5,2,5.0,Good,Medium,High School,High,No,82.0,64.0
Male,20.0,75.0,25.0,8.0,2.5,0,5.0,Good,High,College,Low,No,96.0,68.0
Female,20.0,77.0,16.0,8.0,2.5,2,5.0,Good,Medium,College,High,No,74.0,65.0
Female,20.0,93.0,22.0,8.0,2.5,1,5.0,Good,Medium,High School,High,No,77.0,70.0
Male,20.0,72.0,25.0,8.0,2.5,2,5.0,Good,Low,Postgraduate,Medium,No,52.0,66.0
Female,20.0,98.0,20.0,9.0,2.5,2,5.0,Good,Low,High School,Low,No,95.0,70.0
Male,20.0,67.0,23.0,6.0,2.5,3,5.0,Good,High,High School,Low,No,63.0,66.0
Male,20.0,87.0,17.0,6.0,2.5,2,5.0,Good,Medium,Postgraduate,Low,No,99.0,69.0
Male,20.0,87.0,19.0,10.0,2.5,3,5.0,Good,High,High School,Medium,No,60.0,69.0
Female,20.0,70.0,19.0,4.0,2.5,3,5.0,Good,Medium,College,Low,No,63.0,64.0
Male,20.0,73.0,16.0,7.0,2.5,3,5.0,Good,Low,High School,Low,No,74.0,64.0
Female,20.0,93.0,19.0,7.0,2.5,3,5.0,Good,Medium,High School,Medium,No,83.0,69.0
Female,20.0,90.0,11.0,7.0,2.5,3,5.0,Good,High,High School,Medium,No,72.0,67.0
Female,20.0,73.0,17.0,9.0,2.5,3,5.0,Good,Low,College,Medium,No,68.0,63.0
Male,20.0,81.0,18.0,8.0,2.5,3,5.0,Good,Low,College,Medium,No,77.0,67.0
Male,20.0,62.0,18.0,6.0,2.5,1,5.0,Good,Low,College,Medium,No,98.0,65.0
Female,20.0,68.0,19.0,6.0,2.5,1,5.0,Good,Low,High School,Low,No,98.0,64.0
Female,20.0,79.0,20.0,7.0,2.5,3,5.0,Good,Low,College,High,No,66.0,68.0
Female,20.0,63.0,23.0,9.0,2.5,3,5.0,Good,High,High School,High,No,84.0,64.0
Male,20.0,94.0,25.0,7.0,2.5,4,5.0,Good,Low,College,Low,No,86.0,70.0
Male,20.0,89.0,16.0,7.0,2.5,4,5.0,Good,High,Postgraduate,Low,No,83.0,70.0
Female,20.0,98.0,13.0,6.0,2.5,3,5.0,Good,Medium,College,High,No,56.0,67.0
Male,20.0,88.0,14.0,8.0,2.5,3,5.0,Good,Medium,College,Medium,No,77.0,69.0
Male,20.0,98.0,17.0,7.0,2.5,4,5.0,Good,Medium,High School,Low,No,88.0,70.0
Male,20.0,82.0,18.0,6.0,2.5,3,5.0,Good,Medium,College,Medium,No,60.0,69.0
Male,20.0,84.0,15.0,9.0,2.5,3,5.0,Good,Medium,College,Medium,No,67.0,65.0
Male,20.0,99.0,12.0,10.0,2.5,1,5.0,Good,Medium,High School,Low,No,60.0,66.0
Male,20.0,86.0,17.0,7.0,2.5,3,5.0,Good,Medium,High School,Medium,No,94.0,70.0
Male,20.0,61.0,21.0,7.0,2.5,5,5.0,Good,Low,High School,Low,No,93.0,63.0
Female,20.0,89.0,24.0,5.0,2.5,3,5.0,Good,Medium,High School,High,No,58.0,69.0
Male,20.0,96.0,17.0,8.0,2.5,4,5.0,Good,Medium,Postgraduate,Low,No,88.0,74.0
Male,20.0,92.0,18.0,8.0,2.5,3,5.0,Good,Low,High School,High,No,68.0,70.0
Female,20.0,83.0,14.0,7.0,2.5,3,5.0,Good,Medium,High School,Low,No,84.0,66.0
Male,20.0,87.0,20.0,6.0,2.5,3,5.0,Good,Medium,Postgraduate,Low,No,75.0,68.0
Male,20.0,100.0,15.0,10.0,2.5,5,5.0,Good,Medium,High School,Medium,No,74.0,67.0
Female,20.0,64.0,23.0,8.0,2.5,5,5.0,Good,Low,High School,Medium,No,94.0,66.0
Female,20.0,87.0,9.0,6.0,2.5,3,5.0,Good,Medium,College,Low,No,82.0,65.0
Male,20.0,71.0,18.0,8.0,2.5,2,5.0,Good,Medium,College,High,No,62.0,66.0
Male,20.0,86.0,22.0,7.0,2.5,4,5.0,Good,Medium,High School,High,No,56.0,69.0
Female,20.0,84.0,21.0,7.0,2.5,4,5.0,Good,Medium,High School,Low,No,97.0,67.0
Male,20.0,66.0,36.0,8.0,2.5,3,5.0,Good,High,College,Medium,No,58.0,69.0
Female,20.0,68.0,22.0,4.0,2.5,3,5.0,Good,High,Postgraduate,Medium,No,87.0,66.0
Female,20.0,85.0,14.0,4.0,2.5,1,5.0,Good,High,High School,High,No,75.0,64.0
Female,20.0,65.0,19.0,9.0,2.5,2,5.0,Good,Low,High School,Medium,No,57.0,61.0
Male,20.0,71.0,9.0,7.0,2.5,2,5.0,Good,Medium,High School,Low,No,89.0,61.0
Male,20.0,93.0,20.0,6.0,2.5,4,5.0,Good,Low,College,Medium,No,95.0,70.0
Female,20.0,73.0,15.0,5.0,2.5,2,5.0,Good,Medium,Postgraduate,Medium,No,56.0,65.0
Male,20.0,80.0,25.0,7.0,2.5,3,5.0,Good,Medium,College,Medium,No,53.0,67.0
Male,20.0,98.0,17.0,7.0,2.5,0,5.0,Good,Medium,College,High,No,92.0,69.0
Female,20.0,69.0,19.0,9.0,2.5,5,5.0,Good,Medium,High School,Medium,No,75.0,63.0
Male,20.0,76.0,16.0,8.0,2.5,4,5.0,Good,High,High School,High,No,84.0,66.0
Male,20.0,84.0,30.0,7.0,2.5,2,5.0,Good,Medium,High School,Medium,No,72.0,73.0
Female,20.0,90.0,18.0,8.0,2.5,3,5.0,Good,High,High School,Low,No,71.0,68.0
Male,20.0,96.0,31.0,9.0,2.5,2,5.0,Good,High,High School,Low,No,65.0,74.0
Male,20.0,97.0,25.0,8.0,2.5,3,5.0,Good,Medium,High School,Medium,No,78.0,70.0
Male,20.0,91.0,23.0,8.0,2.5,2,5.0,Good,Medium,High School,Medium,No,58.0,68.0
Female,20.0,69.0,22.0,7.0,2.5,4,5.0,Good,Low,High School,High,No,86.0,67.0
Male,20.0,61.0,22.0,6.0,2.5,4,5.0,Good,Low,Postgraduate,Medium,No,77.0,65.0
Male,20.0,75.0,8.0,5.0,2.5,4,5.0,Good,Medium,High School,High,No,92.0,66.0
Female,20.0,66.0,18.0,5.0,2.5,5,5.0,Good,Medium,High School,Low,No,96.0,64.0
Female,20.0,88.0,25.0,8.0,2.5,4,5.0,Good,Low,High School,High,No,95.0,72.0
Male,20.0,86.0,20.0,8.0,2.5,2,5.0,Good,High,College,Medium,No,80.0,70.0
Female,20.0,62.0,12.0,9.0,2.5,2,5.0,Good,Medium,College,Low,No,66.0,60.0
Male,20.0,93.0,20.0,8.0,2.5,3,5.0,Good,Medium,High School,Low,No,68.0,68.0
Female,20.0,70.0,30.0,9.0,2.5,2,5.0,Good,Medium,Postgraduate,High,No,83.0,71.0
Male,20.0,77.0,27.0,7.0,2.5,3,5.0,Good,Low,High School,High,No,86.0,68.0
Male,20.0,87.0,20.0,8.0,2.5,2,5.0,Good,Low,Postgraduate,Low,No,58.0,67.0
Female,20.0,77.0,26.0,5.0,2.5,5,5.0,Good,Low,High School,Low,No,100.0,70.0
Male,20.0,78.0,18.0,7.0,2.5,3,5.0,Good,High,High School,High,No,55.0,65.0
Male,20.0,63.0,10.0,4.0,2.5,3,5.0,Good,Medium,College,Low,No,80.0,60.0
Male,20.0,76.0,14.0,7.0,2.5,4,5.0,Good,Low,College,High,No,77.0,65.0
Female,20.0,91.0,29.0,9.0,2.5,4,5.0,Good,Low,High School,Low,No,80.0,70.0
Male,20.0,97.0,18.0,7.0,2.5,4,5.0,Good,Medium,Postgraduate,Low,No,77.0,69.0
Male,20.0,77.0,19.0,8.0,2.5,3,5.0,Good,Medium,High School,Low,No,53.0,64.0
Male,20.0,77.0,18.0,7.0,2.5,3,5.0,Good,Medium,High School,High,No,100.0,67.0
Male,20.0,88.0,31.0,6.0,2.5,3,5.0,Good,Low,Postgraduate,High,No,99.0,73.0
Male,20.0,98.0,30.0,7.0,2.5,3,5.0,Good,High,College,Low,No,76.0,74.0
Male,20.0,71.0,33.0,9.0,2.5,4,5.0,Good,Medium,High School,Medium,No,60.0,67.0
Male,20.0,78.0,19.0,8.0,2.5,1,5.0,Good,Medium,High School,High,No,59.0,66.0
Male,20.0,92.0,22.0,6.0,2.5,4,5.0,Good,Medium,High School,High,No,53.0,69.0
Female,20.0,84.0,11.0,5.0,2.5,3,5.0,Good,Low,High School,Low,No,81.0,64.0
Female,20.0,64.0,29.0,7.0,2.5,2,5.0,Good,Medium,Postgraduate,High,No,74.0,69.0
Female,20.0,85.0,13.0,6.0,2.5,3,5.0,Good,Medium,High School,Low,No,71.0,66.0
Male,20.0,67.0,21.0,7.0,2.5,2,5.0,Good,Medium,High School,Medium,No,76.0,65.0
Female,20.0,80.0,13.0,5.0,2.5,3,5.0,Good,High,High School,Medium,No,94.0,67.0
Male,20.0,81.0,16.0,9.0,2.5,3,5.0,Good,Medium,Postgraduate,Medium,No,54.0,67.0
Female,20.0,95.0,15.0,7.0,2.5,3,5.0,Good,High,High School,Low,No,77.0,68.0
Male,20.0,78.0,16.0,7.0,2.5,2,5.0,Good,Medium,High School,Medium,No,85.0,65.0
Male,20.0,71.0,17.0,6.0,2.5,3,5.0,Good,Low,Postgraduate,Medium,No,99.0,66.0
Male,20.0,69.0,17.0,7.0,2.5,3,5.0,Good,Low,College,Low,No,87.0,65.0
Male,20.0,95.0,25.0,7.0,2.5,3,5.0,Good,High,Postgraduate,Low,No,77.0,71.0
Female,20.0,67.0,13.0,6.0,2.5,3,5.0,Good,Medium,College,Low,No,88.0,63.0
Female,20.0,77.0,21.0,7.0,2.5,4,5.0,Good,Low,College,High,No,100.0,70.0
Female,20.0,67.0,27.0,9.0,2.5,2,5.0,Good,High,College,High,No,94.0,70.0
Female,20.0,91.0,17.0,4.0,2.5,4,5.0,Good,High,College,Low,No,54.0,67.0
Male,20.0,79.0,16.0,7.0,2.5,2,5.0,Good,High,High School,High,No,79.0,68.0
Male,20.0,74.0,19.0,6.0,2.5,2,5.0,Good,Medium,High School,High,No,89.0,63.0
Female,20.0,74.0,27.0,9.0,2.5,3,5.0,Good,Low,College,High,No,84.0,70.0
Male,20.0,94.0,21.0,7.0,2.5,2,5.0,Good,Low,Postgraduate,Low,No,71.0,69.0
